103003,103003,DEBIT
111100,111100,DEBIT
111102,111103,DEBIT
111301,111301,DEBIT
111904,111904,DEBIT
131000,131000,DEBIT
180000,180099,CREDIT
198801,198801,DEBIT
201400,201499,CREDIT
213100,213199,CREDIT
214900,214999,CREDIT
221571,221572,DEBIT
263281,263281,DEBIT
267077,267077,DEBIT
272476,272477,DEBIT
272479,272481,DEBIT
272484,272486,DEBIT
300000,305999,CREDIT
309500,309599,CREDIT
311079,311079,DEBIT
319990,319990,DEBIT
324000,324000,DEBIT
337941,337941,DEBIT
340000,340000,CREDIT
341142,341142,CREDIT
342000,342000,CREDIT
342562,342562,CREDIT
342564,342564,CREDIT
344000,344000,DEBIT
347067,347067,DEBIT
348090,348090,CREDIT
349010,349039,DEBIT
349990,349999,CREDIT
352800,358999,CREDIT
360000,360221,CREDIT
360230,360379,CREDIT
360390,360399,CREDIT
360410,360419,CREDIT
360430,360430,CREDIT
360440,360499,CREDIT
360502,360509,CREDIT
360520,360520,CREDIT
360532,360532,CREDIT
360540,360709,CREDIT
360711,360719,CREDIT
360730,360730,CREDIT
360755,360759,CREDIT
360765,360768,CREDIT
360770,361299,CREDIT
361310,361359,CREDIT
361369,361369,CREDIT
361384,361384,CREDIT
361386,361399,CREDIT
361411,361411,CREDIT
361424,361429,CREDIT
361450,361473,CREDIT
361476,361476,CREDIT
361480,362044,CREDIT
362046,362053,CREDIT
362056,362063,CREDIT
362065,362089,CREDIT
362130,362141,CREDIT
362191,362196,CREDIT
362300,362300,CREDIT
362304,362304,CREDIT
362310,362385,CREDIT
362392,362401,CREDIT
362406,362413,CREDIT
362500,362560,CREDIT
362563,362564,CREDIT
362600,362601,CREDIT
362606,362607,CREDIT
362611,362636,CREDIT
363000,363000,DEBIT
363001,363599,CREDIT
363999,364013,CREDIT
364015,364019,CREDIT
364033,364033,CREDIT
364045,364045,CREDIT
364049,364079,CREDIT
364081,364082,CREDIT
364085,364085,CREDIT
364090,364091,CREDIT
364093,364269,CREDIT
364280,364289,CREDIT
364300,364436,CREDIT
364441,364480,CREDIT
364482,364539,CREDIT
364544,364546,CREDIT
364548,364600,CREDIT
364607,364610,CREDIT
364612,364659,CREDIT
364668,364749,CREDIT
364751,364751,CREDIT
364758,364830,CREDIT
364833,364878,CREDIT
364880,364888,CREDIT
364900,364905,CREDIT
364910,364913,CREDIT
365000,365009,CREDIT
365020,365023,CREDIT
365025,365026,CREDIT
365028,365033,CREDIT
365049,365049,CREDIT
365106,365119,CREDIT
365130,365149,CREDIT
365159,365169,CREDIT
365184,365184,CREDIT
365190,365207,CREDIT
365209,365211,CREDIT
365214,365215,CREDIT
365217,365256,CREDIT
365298,365349,CREDIT
365390,365394,CREDIT
365400,365419,CREDIT
365430,365459,CREDIT
365470,365475,CREDIT
365477,365488,CREDIT
365494,365509,CREDIT
365520,365521,CREDIT
365524,365547,CREDIT
365570,365574,CREDIT
365588,365603,CREDIT
365605,365643,CREDIT
365645,365649,CREDIT
365700,365702,CREDIT
366762,366762,CREDIT
367000,367099,CREDIT
369000,369149,CREDIT
369160,369206,CREDIT
369210,369215,CREDIT
369400,369605,CREDIT
369607,369610,CREDIT
369613,369614,CREDIT
369616,369618,CREDIT
370000,370001,CREDIT
370100,370110,CREDIT
370200,370261,CREDIT
370262,370266,DEBIT
370267,370299,CREDIT
370370,370379,CREDIT
370700,370799,CREDIT
371000,371600,CREDIT
371671,371671,CREDIT
371693,371693,CREDIT
371700,372004,CREDIT
372005,372008,DEBIT
372009,372239,CREDIT
372240,372240,DEBIT
372241,372300,CREDIT
372301,372301,DEBIT
372302,372600,CREDIT
372650,372659,CREDIT
372681,372681,CREDIT
372683,372685,CREDIT
372687,372687,CREDIT
372692,372692,CREDIT
372697,372698,CREDIT
372700,372739,CREDIT
372740,372741,DEBIT
372742,373599,CREDIT
373700,374199,CREDIT
374209,374209,CREDIT
374281,374281,CREDIT
374283,374283,CREDIT
374287,374287,CREDIT
374291,374291,CREDIT
374294,374296,CREDIT
374298,374298,CREDIT
374300,374310,CREDIT
374313,374314,CREDIT
374316,374316,CREDIT
374318,374320,CREDIT
374322,374322,CREDIT
374324,374325,CREDIT
374326,374329,DEBIT
374330,374350,CREDIT
374352,374363,CREDIT
374365,374397,CREDIT
374399,374499,CREDIT
374502,374502,CREDIT
374580,374580,CREDIT
374588,374588,CREDIT
374600,374902,CREDIT
374904,374905,CREDIT
374909,374909,CREDIT
374916,374917,CREDIT
374920,374920,CREDIT
374929,374930,CREDIT
374947,374948,CREDIT
374950,374950,CREDIT
374957,374957,CREDIT
374960,374960,CREDIT
374962,374962,CREDIT
374980,374981,CREDIT
374990,374998,CREDIT
375000,375000,CREDIT
375006,375006,CREDIT
375030,375030,CREDIT
375057,375057,CREDIT
375070,375070,CREDIT
375080,375091,CREDIT
375093,375094,CREDIT
375100,375502,CREDIT
375510,375517,CREDIT
375526,375529,CREDIT
375531,375531,CREDIT
375533,375539,CREDIT
375548,375551,CREDIT
375557,375557,CREDIT
375561,375587,CREDIT
375600,375799,CREDIT
375815,375815,CREDIT
375819,375825,CREDIT
375827,375833,CREDIT
375835,375838,CREDIT
375843,375843,CREDIT
375848,375848,CREDIT
375851,375857,CREDIT
375859,375872,CREDIT
375875,375875,CREDIT
375879,376639,CREDIT
376652,376653,CREDIT
376655,376656,CREDIT
376658,377476,CREDIT
377477,377480,DEBIT
377481,377619,CREDIT
377621,377623,CREDIT
377629,377629,CREDIT
377637,377638,CREDIT
377652,377654,CREDIT
377660,377668,CREDIT
377670,377671,CREDIT
377675,377675,CREDIT
377677,377677,CREDIT
377685,377685,CREDIT
377700,378999,CREDIT
379000,379017,DEBIT
379018,379019,CREDIT
379020,379051,DEBIT
379052,379052,CREDIT
379053,379060,DEBIT
379061,379063,CREDIT
379064,379066,DEBIT
379067,379069,CREDIT
379070,379099,DEBIT
379100,400004,CREDIT
400005,400006,DEBIT
400007,400011,CREDIT
400012,400012,DEBIT
400013,400015,CREDIT
400016,400019,DEBIT
400020,400021,CREDIT
400022,400022,DEBIT
400023,400027,CREDIT
400028,400028,DEBIT
400029,400031,CREDIT
400032,400038,DEBIT
400039,400039,CREDIT
400040,400045,DEBIT
400046,400046,CREDIT
400047,400047,DEBIT
400048,400048,CREDIT
400049,400049,DEBIT
400050,400051,CREDIT
400052,400052,DEBIT
400053,400053,CREDIT
400054,400055,DEBIT
400056,400058,CREDIT
400059,400059,DEBIT
400060,400067,CREDIT
400068,400068,DEBIT
400069,400070,CREDIT
400071,400071,DEBIT
400072,400075,CREDIT
400076,400077,DEBIT
400078,400101,CREDIT
400102,400102,DEBIT
400103,400114,CREDIT
400115,400115,DEBIT
400116,400120,CREDIT
400121,400121,DEBIT
400122,400122,CREDIT
400123,400123,DEBIT
400124,400132,CREDIT
400133,400133,DEBIT
400134,400135,CREDIT
400136,400136,DEBIT
400137,400153,CREDIT
400154,400154,DEBIT
400155,400156,CREDIT
400157,400158,DEBIT
400159,400161,CREDIT
400162,400163,DEBIT
400164,400165,CREDIT
400166,400168,DEBIT
400169,400169,CREDIT
400170,400170,DEBIT
400171,400171,CREDIT
400172,400172,DEBIT
400173,400173,CREDIT
400174,400174,DEBIT
400175,400175,CREDIT
400176,400187,DEBIT
400188,400188,CREDIT
400189,400189,DEBIT
400190,400190,CREDIT
400191,400192,DEBIT
400193,400194,CREDIT
400195,400195,DEBIT
400196,400198,CREDIT
400199,400199,DEBIT
400200,400207,CREDIT
400208,400209,DEBIT
400210,400211,CREDIT
400212,400212,DEBIT
400213,400215,CREDIT
400216,400216,DEBIT
400217,400217,CREDIT
400218,400218,DEBIT
400219,400221,CREDIT
400223,400225,CREDIT
400226,400228,DEBIT
400229,400230,CREDIT
400231,400231,DEBIT
400232,400240,CREDIT
400241,400241,DEBIT
400242,400245,CREDIT
400246,400246,DEBIT
400247,400254,CREDIT
400255,400256,DEBIT
400257,400259,CREDIT
400260,400260,DEBIT
400261,400261,CREDIT
400262,400266,DEBIT
400267,400268,CREDIT
400269,400269,DEBIT
400271,400271,DEBIT
400272,400272,CREDIT
400273,400273,DEBIT
400274,400276,CREDIT
400277,400277,DEBIT
400278,400278,CREDIT
400279,400279,DEBIT
400280,400281,CREDIT
400282,400285,DEBIT
400287,400288,DEBIT
400289,400289,CREDIT
400291,400291,CREDIT
400292,400292,DEBIT
400293,400293,CREDIT
400294,400294,DEBIT
400295,400295,CREDIT
400296,400298,DEBIT
400299,400299,CREDIT
400301,400302,CREDIT
400303,400303,DEBIT
400304,400305,CREDIT
400306,400306,DEBIT
400307,400310,CREDIT
400311,400328,DEBIT
400329,400329,CREDIT
400330,400336,DEBIT
400337,400338,CREDIT
400339,400339,DEBIT
400340,400340,CREDIT
400342,400343,DEBIT
400344,400347,CREDIT
400348,400349,DEBIT
400350,400350,CREDIT
400351,400351,DEBIT
400353,400359,CREDIT
400360,400360,DEBIT
400361,400365,CREDIT
400366,400366,DEBIT
400367,400367,CREDIT
400368,400368,DEBIT
400370,400370,CREDIT
400371,400374,DEBIT
400375,400375,CREDIT
400376,400376,DEBIT
400378,400380,DEBIT
400381,400381,CREDIT
400382,400382,DEBIT
400383,400383,CREDIT
400384,400384,DEBIT
400386,400387,DEBIT
400388,400390,CREDIT
400391,400391,DEBIT
400392,400393,CREDIT
400394,400394,DEBIT
400395,400400,CREDIT
400401,400401,DEBIT
400402,400402,CREDIT
400403,400403,DEBIT
400405,400405,CREDIT
400406,400406,DEBIT
400408,400410,DEBIT
400413,400413,DEBIT
400415,400416,CREDIT
400420,400421,CREDIT
400426,400427,CREDIT
400430,400430,CREDIT
400432,400433,CREDIT
400435,400435,CREDIT
400439,400440,CREDIT
400444,400446,CREDIT
400448,400448,CREDIT
400450,400461,CREDIT
400463,400465,CREDIT
400472,400472,CREDIT
400474,400476,CREDIT
400479,400480,CREDIT
400482,400483,CREDIT
400485,400487,CREDIT
400490,400493,CREDIT
400495,400495,DEBIT
400497,400498,CREDIT
400500,400500,DEBIT
400501,400502,CREDIT
400503,400503,DEBIT
400504,400507,CREDIT
400508,400508,DEBIT
400509,400509,CREDIT
400510,400518,DEBIT
400519,400519,CREDIT
400521,400521,DEBIT
400523,400524,CREDIT
400525,400529,DEBIT
400530,400530,CREDIT
400533,400533,CREDIT
400534,400534,DEBIT
400536,400538,DEBIT
400539,400539,CREDIT
400540,400541,DEBIT
400542,400542,CREDIT
400543,400545,DEBIT
400546,400546,CREDIT
400547,400549,DEBIT
400550,400560,CREDIT
400563,400563,CREDIT
400564,400564,DEBIT
400566,400569,CREDIT
400571,400571,CREDIT
400575,400576,CREDIT
400578,400579,CREDIT
400581,400582,CREDIT
400584,400585,CREDIT
400588,400588,CREDIT
400591,400591,CREDIT
400597,400599,CREDIT
400600,400604,DEBIT
400605,400605,CREDIT
400607,400607,DEBIT
400608,400610,CREDIT
400611,400611,DEBIT
400612,400614,CREDIT
400615,400615,DEBIT
400617,400618,CREDIT
400620,400621,CREDIT
400623,400625,CREDIT
400626,400629,DEBIT
400630,400631,CREDIT
400632,400633,DEBIT
400634,400639,CREDIT
400640,400640,DEBIT
400641,400642,CREDIT
400644,400647,CREDIT
400648,400648,DEBIT
400649,400649,CREDIT
400650,400651,DEBIT
400652,400656,CREDIT
400658,400659,DEBIT
400660,400661,CREDIT
400663,400667,CREDIT
400668,400668,DEBIT
400669,400670,CREDIT
400673,400673,CREDIT
400677,400679,CREDIT
400682,400682,CREDIT
400684,400684,CREDIT
400685,400685,DEBIT
400686,400687,CREDIT
400688,400688,DEBIT
400689,400691,CREDIT
400692,400692,DEBIT
400693,400694,CREDIT
400696,400696,CREDIT
400697,400697,DEBIT
400698,400699,CREDIT
400701,400702,CREDIT
400704,400705,CREDIT
400709,400711,CREDIT
400713,400719,CREDIT
400721,400723,CREDIT
400725,400726,CREDIT
400730,400732,CREDIT
400735,400735,CREDIT
400737,400737,CREDIT
400739,400744,CREDIT
400747,400747,CREDIT
400750,400750,CREDIT
400752,400755,CREDIT
400756,400758,DEBIT
400759,400759,CREDIT
400760,400760,DEBIT
400761,400761,CREDIT
400762,400762,DEBIT
400763,400764,CREDIT
400765,400769,DEBIT
400770,400770,CREDIT
400771,400771,DEBIT
400772,400772,CREDIT
400773,400781,DEBIT
400783,400795,DEBIT
400798,400798,CREDIT
400800,400800,CREDIT
400802,400802,CREDIT
400803,400809,DEBIT
400810,400810,CREDIT
400811,400814,DEBIT
400816,400818,CREDIT
400819,400822,DEBIT
400823,400823,CREDIT
400824,400824,DEBIT
400825,400826,CREDIT
400827,400827,DEBIT
400828,400828,CREDIT
400830,400831,CREDIT
400832,400835,DEBIT
400836,400836,CREDIT
400837,400839,DEBIT
400842,400844,DEBIT
400845,400845,CREDIT
400847,400847,CREDIT
400848,400848,DEBIT
400851,400851,CREDIT
400853,400853,CREDIT
